index,artist,company,length,part,song,video,views,year,album_art_url,album_title,album_year,artist_image_url,genre1,genre2
8,T.S.O.L,Transworld Skateboarding,32 minutes,Mike Anderson,Soft Focus,Transworld - Not Another Transworld Video,155440,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9464/E0EE/FD30/3551_medium_front.jpg?cid=1676511240,Beneath The Shadows,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F621/E13C/1083/70F0_medium_front.jpg?cid=1676511240,Alternative & Punk,Punk
9,A.D.O.R.,Transworld Skateboarding,32 minutes,Wes Kremer,Let It All Hang Out,Transworld - Not Another Transworld Video,155440,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/524D/D9AE/F244/C7BF_medium_front.jpg?cid=1676511240,Shock Frequency,1998,,Rock,Mainstream Rock
10,Ayala Raynel Ruffin Wade,Transworld Skateboarding,32 minutes,Credits #1,Deaf And Dangerous,Transworld - Not Another Transworld Video,155440,2011,,The Chronicles Of Hip Hop: Hip-Hop Pop Crossover,2006,,Urban,Western Hip-Hop/Rap
11,Ayala Raynel Ruffin Wade,Transworld Skateboarding,32 minutes,Credits #2,Pump Your Fist,Transworld - Not Another Transworld Video,155440,2011,,The Chronicles Of Hip Hop: Hip-Hop Pop Crossover,2006,,Urban,Western Hip-Hop/Rap
12,Jenkins Walsh,Transworld Skateboarding,32 minutes,Credits #3,Downtown Crowd,Transworld - Not Another Transworld Video,155440,2011,,Rap Trax,,,Urban,Western Hip-Hop/Rap
13,RVCA #1,Transworld Skateboarding,32 minutes,Extras,?,Transworld - Not Another Transworld Video,155440,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2AF3/AF98/C6C3/3EFC_medium_front.jpg?cid=1676511240,FutureSex/LoveSounds,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/DA38/51D6/5BA6/59DF_medium_front.jpg?cid=1676511240,Pop,Western Pop
14,Transworld OZ Trip #1,Transworld Skateboarding,32 minutes,Extras,?,Transworld - Not Another Transworld Video,155440,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3F13/AEE5/C452/6A02_medium_front.jpg?cid=1676511240,The Compilation Album,2005,,Other,Religious
15,Transworld OZ Trip #2,Transworld Skateboarding,32 minutes,Extras,?,Transworld - Not Another Transworld Video,155440,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/1924/78FC/190D/B0CC_medium_front.jpg?cid=1676511240,THE ORIGINAL II,2012,,Urban,Asian Hip-Hop/Rap
0,Super Buick,Thrasher Magazine,58 minutes,intro,Blazin',Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/552B/C3A8/8EBF/869C_small_front.jpg?cid=1676511240,The New Frontier (Collection of Colorado Punk),,,Alternative & Punk,Alternative
1,Red Fang,Thrasher Magazine,58 minutes,Zoo York in Denver,Bird on Fire,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/25AA/9753/2592/7F90_medium_front.jpg?cid=1676511240,Red Fang,2009,,Rock,Hard Rock
2,U.S. Bombs,Thrasher Magazine,58 minutes,Black Label in Houston,Destroy The Nation,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8DEB/82B4/DA85/6638_medium_front.jpg?cid=1676511240,We Are the Problem,2006,,Alternative & Punk,Punk
3,Broken Oars,Thrasher Magazine,58 minutes,Foundation in New York City,We're Coming To Shore,Thrasher - King Of The Road 2007,104821,2007,,No Stranger To Mutiny,2007,,Rock,Metal
4,Rattler,Thrasher Magazine,58 minutes,Blind in Portland,Panty Incinerator,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B54D/9AFB/3704/862E_medium_front.jpg?cid=1676511240,Nitro Tokyo & Rattler Split,2008,,Rock,Hard Rock
5,The Heartaches,Thrasher Magazine,58 minutes,Zoo York in Chicago,King Kong's Party,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/78B1/6B66/BBB6/C340_medium_front.jpg?cid=1676511240,Too Cool For School,2006,,Alternative & Punk,Alternative
6,The Stitches,Thrasher Magazine,58 minutes,Black Label in Nashville #1,Monday Morning Ornaments,Thrasher - King Of The Road 2007,104821,2007,,Monday Morning Ornaments,2010,,Pop,Western Pop
7,The Pushers,Thrasher Magazine,58 minutes,Black Label in Nashville #2,Space Monkeys,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F764/1ED1/877D/1F9B_medium_front.jpg?cid=1676511240,Turning Blue,,,Rock,Mainstream Rock
8,The Legendary Shack Shakers,Thrasher Magazine,58 minutes,Foundation at Skatopia #1,Clodhopper,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CA4E/132A/2BF5/9016_medium_front.jpg?cid=1676511240,Cock-A-Doodle-Don't,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5AF9/BEA4/82C8/70B3_medium_front.jpg?cid=1676511240,Alternative & Punk,Rockabilly Revival
9,The Legendary Shack Shakers,Thrasher Magazine,58 minutes,Foundation at Skatopia #2,Ichabod,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DD7E/C4A0/1BB9/278F_medium_front.jpg?cid=1676511240,Pandelirium,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5AF9/BEA4/82C8/70B3_medium_front.jpg?cid=1676511240,Alternative & Punk,Rockabilly Revival
10,Rattler,Thrasher Magazine,58 minutes,Blind in Cheyenne,Getting Awesome,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CF8F/446A/C07F/CF9B_medium_front.jpg?cid=1676511240,Incoming,2009,,Rock,Hard Rock
11,The Needles,Thrasher Magazine,58 minutes,Cream City & mystery guests,Too Hot,Thrasher - King Of The Road 2007,104821,2007,,In The Red,2006,,Rock,Mainstream Rock
12,Shitkickers,Thrasher Magazine,58 minutes,Zoo York in El Paso,Make Out,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C720/F67F/505E/E493_medium_front.jpg?cid=1676511240,Shitkickers,2000,,Traditional,Country
13,Get Set Go,Thrasher Magazine,58 minutes,Black Label in Milwaukee,Get Thru The Day,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C3E7/97EF/F0FD/2CBF_medium_front.jpg?cid=339224396,Ordinary World,,,Rock,Power Pop
14,The Veebees,Thrasher Magazine,58 minutes,Foundation in Wichita,Roo Bar,Thrasher - King Of The Road 2007,104821,2007,,Crack Us Anotha!,2006,,Rock,Mainstream Rock
15,The Veebees,Thrasher Magazine,58 minutes,Blind in Minneapolis,No I.Q.,Thrasher - King Of The Road 2007,104821,2007,,Crack Us Anotha!,2006,,Rock,Mainstream Rock
16,Shitkickers,Thrasher Magazine,58 minutes,Zoo York in Phoenix #1,Bacon (slow),Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C720/F67F/505E/E493_medium_front.jpg?cid=1676511240,Shitkickers,2000,,Traditional,Country
17,Broken Oars,Thrasher Magazine,58 minutes,Zoo York in Phoenix #2,Dove,Thrasher - King Of The Road 2007,104821,2007,,Broken Oars,,,Alternative & Punk,Punk
18,The Whore Moans,Thrasher Magazine,58 minutes,Black Label in Colorado Springs,I Have A Knife,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/752E/0000/C205/9AA1_small_front.jpg?cid=1676511240,Watch Out For This Thing,2006,,Rock,Mainstream Rock
19,My Revolver,Thrasher Magazine,58 minutes,Foundation in Albuquerque,Beyond Blood,Thrasher - King Of The Road 2007,104821,2007,,My Revolver,2007,,Rock,Mainstream Rock
20,Super Buick,Thrasher Magazine,58 minutes,Blind in Las Vegas,Kill Me,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B83D/7C3C/8A57/6905_medium_front.jpg?cid=339224396,In The House - Live At Lucerne Vol.6,2009,,Traditional,Country
21,The Heartaches,Thrasher Magazine,58 minutes,Black Box park,Dance City,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/78B1/6B66/BBB6/C340_medium_front.jpg?cid=1676511240,Too Cool For School,2006,,Alternative & Punk,Alternative
22,The Heartaches,Thrasher Magazine,58 minutes,team points & slow motions,Built For Speed,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/78B1/6B66/BBB6/C340_medium_front.jpg?cid=1676511240,Too Cool For School,2006,,Alternative & Punk,Alternative
23,U.S. Bombs,Thrasher Magazine,58 minutes,credits,Guns of The West,Thrasher - King Of The Road 2007,104821,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8DEB/82B4/DA85/6638_medium_front.jpg?cid=1676511240,We Are the Problem,2006,,Alternative & Punk,Punk
0,Black Widow,,31 minutes,Intro,Come to the Sabbat,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0B67/07D9/A3C0/4659_medium_front.jpg?cid=339224396,Return To The Sabbat,2007,,Rock,70's Rock
1,Jex Thoth,,31 minutes,Rowan Zorilla,Son Of Yule,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DA27/6FF2/9A70/252E_medium_front.jpg?cid=1676511240,Jex Thoth,2013,,Rock,Metal
2,Jefferson Airplane,,31 minutes,Tanner Cribbs,Blues from an airplane,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/81FC/6451/ADE9/6517_medium_front.jpg?cid=1676511240,Jefferson Airplane Takes Off,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/E286/3462/BFE4/7DE5_medium_front.jpg?cid=1676511240,Rock,60's Rock
3,Josefus,,31 minutes,Nick Pope,Aristotele,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/85E3/A373/E6ED/D5DE_medium_front.jpg?cid=1676511240,Fata Morgana,2015,,Urban,Western Hip-Hop/Rap
4,Pentagram,,31 minutes,Tyler Hayward,Starlady,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FC6C/5272/4A94/D982_medium_front.jpg?cid=1676511240,Show 'Em How,2011,,Rock,Metal
5,Diamond Head,,31 minutes,Friends,Shout Out The Lights,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/502B/5E62/8CE9/1973_medium_front.jpg?cid=339224396,Death and Progress,1993,,Rock,Metal
6,Black Sabbath,,31 minutes,Riley Hawk,The straightener,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4AF0/12A4/88DB/176E_medium_front.jpg?cid=339224396,Vol. 4,1972,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/74D4/F76A/BA23/61AA_medium_front.jpg?cid=339224396,Rock,Metal
7,Groundhogs,,31 minutes,Adam Taylor & Taylor Smith,Status People,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/567C/C453/8523/39EE_medium_front.jpg?cid=1676511240,Thank Christ For The Bomb,1970,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B15D/BFC9/A19A/795C_medium_front.jpg?cid=1676511240,Rock,60's Rock
8,Iron Claw,,31 minutes,Taylor Kirby,Lightning,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FE5F/4EF0/3777/FCCB_medium_front.jpg?cid=339224396,Iron Claw,2009,,Rock,Mainstream Rock
9,Rockin' Ramrods,,31 minutes,Trailer,She Lied,The Shepdawgs Video,34534,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/EB0D/E2D2/19C2/69E6_medium_front.jpg?cid=1676511240,Rockin' Ramrods - Best,2011,,Rock,60's Rock
0,Dire Straits,,49 minutes,Intro,The Man's Too Strong,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3068/DC5C/0377/CBB3_medium_front.jpg?cid=1676511240,Brothers In Arms,1985,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/AE6F/DC3C/19F1/D67F_medium_front.jpg?cid=1676511240,Rock,70's Rock
1,Bums With Guns,,49 minutes,Jon Newport #1,Get You Some,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FCE2/04FF/4F2B/AEAD_medium_front.jpg?cid=1676511240,The Big Bang,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2383/A473/7D55/5BB6_medium_front.jpg?cid=1676511240,Urban,Western Hip-Hop/Rap
2,Doves,,49 minutes,Jon Newport #2,Melody Calls,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CFFA/13DC/CBE3/AE54_medium_front.jpg?cid=339224396,Lost Souls,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/865F/1C96/71E2/0F8A_medium_front.jpg?cid=339224396,Alternative & Punk,Brit Rock
3,Ennio Morricone,,49 minutes,Jon Newport #3,Navajo Joe,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FCA5/5D51/385B/7968_medium_front.jpg?cid=1676511240,Navajo Joe,1995,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A21E/43D1/7CFD/8768_medium_front.jpg?cid=1676511240,Soundtrack,Original Film/TV Music
4,Bo Hansson,,49 minutes,Alex Davis,The Black Riders (Flight To The Ford),Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C064/7032/9545/5CAA_medium_front.jpg?cid=1676511240,Lord of the Rings,2015,,Rock,70's Rock
5,Wild Yaks,,49 minutes,The Michael #1,Tomahawk,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2658/EBCD/51E1/930F_medium_front.jpg?cid=1676511240,10 Ships (Don't Die Yet),2009,,Rock,Mainstream Rock
6,Bums With Guns,,49 minutes,The Michael #2,Wild Buffalo Hair Gel,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6FFF/772C/4FBE/87B7_small_front.jpg?cid=1676511240,ZeRo-oNe-INFINITY,2000,,Alternative & Punk,New Wave Rock
7,Aphrodite’s Child,,49 minutes,Todd Jordan,Altamont,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/08B0/7973/F693/5294_medium_front.jpg?cid=1676511240,666 [Disc 2],1972,,Rock,70's Rock
8,The Rolling Stones,,49 minutes,Loose Cannons #1,She's A Rainbow,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BC3C/B9B7/71C3/5BC3_medium_front.jpg?cid=1676511240,Their Satanic Majesties Request,1967,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/19A1/8D40/3608/A34C_medium_front.jpg?cid=1676511240,Rock,Mainstream Rock
9,Roky Erickson,,49 minutes,Loose Cannons #2,John Lawman,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E9A5/AC60/995C/974F_medium_front.jpg?cid=339224396,Gremlins Have Pictures,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/22D6/5037/2AA7/3491_medium_front.jpg?cid=339224396,Rock,60's Rock
10,Aphrodite’s Child,,49 minutes,Loose Cannons #3,The Capture Of The Beast,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/08B0/7973/F693/5294_medium_front.jpg?cid=1676511240,666 [Disc 2],1972,,Rock,70's Rock
11,Bums With Guns,,49 minutes,Steve Durante #1,Plane View Of Murder,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C7E9/4911/C53E/352E_medium_front.jpg?cid=1676511240,Sisters,1975,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0912/1358/4F5A/53B2_medium_front.jpg?cid=1676511240,Soundtrack,Original Film/TV Music
12,Bo Hansson,,49 minutes,Steve Durante #3,The Grey Havens,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C064/7032/9545/5CAA_medium_front.jpg?cid=339224396,Lord of the Rings,2015,,Rock,70's Rock
13,The Meters,,49 minutes,Jimmy Lannon,Out In The Country,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7730/053B/AE04/9B21_medium_front.jpg?cid=1676511240,Fire On The Bayou,1975,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/D155/1AA4/1990/FFCD_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
14,Bon Iver,,49 minutes,80's Joe #1,Flume,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/ED00/0FDE/C8E8/DB81_medium_front.jpg?cid=1676511240,"For Emma, Forever Ago",2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/371C/D451/B6AE/C356_medium_front.jpg?cid=1676511240,Alternative & Punk,Alternative Folk
15,Loudon Wainwright III,,49 minutes,80's Joe #2,The Swimming Song,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5828/434F/E578/57B6_medium_front.jpg?cid=339224396,Attempted Mustache,1973,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2E51/0256/4240/9C47_medium_front.jpg?cid=339224396,Traditional,Folk
16,Bums With Guns,,49 minutes,Ross Norman #1,Done Drunk Too Much,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/554B/A2B5/39BF/7D19_medium_front.jpg?cid=1676511240,All This Is,2005,,Alternative & Punk,Punk
17,The Highwaymen,,49 minutes,Ross Norman #2,Silver Stallion,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/89ED/B83B/F1E2/D9B3_medium_front.jpg?cid=1676511240,Highwayman 2,1990,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/E926/AE63/B57C/050E_medium_front.jpg?cid=1676511240,Traditional,Classic Country
18,Smog,,49 minutes,Danny Renaud,Say Valley Maker,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0981/EB5E/C2D1/E6BF_medium_front.jpg?cid=339224396,A River Ain't Too Much To Love And Rock Bottom Riser EP,,,Alternative & Punk,Indie Rock
19,Frank Zappa,,49 minutes,Montage Dos,Peaches En Regalia,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/535E/B914/74FB/AE0E_medium_front.jpg?cid=1676511240,Hot Rats,1969,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/13B7/1AF8/2E54/A56B_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
20,Bums With Guns,,49 minutes,James Frankhouse #1,Butcher The Friendly Guy,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7228/0FA6/6BA1/1BA6_medium_front.jpg?cid=339224396,Break The Silence,2012,,Alternative & Punk,Alternative
21,New Orleans Brass Band,,49 minutes,James Frankhouse #2,Buck,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E9D7/280A/509E/4F56_medium_front.jpg?cid=1676511240,Wild Man Blues Soundtrack,1998,,Jazz,Early Jazz
22,2Pac,,49 minutes,James Frankhouse #3,Shorty Wanna Be A Thug,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/254D/1BCD/29F1/251C_medium_front.jpg?cid=1676511240,All Eyez On Me [Disc 2],1996,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7B09/9F90/2F4F/240E_medium_front.jpg?cid=1676511240,Urban,Western Hip-Hop/Rap
23,The Kinks,,49 minutes,Dave Caddo,Sleepwalker,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/59B2/FC5C/47A4/23EE_medium_front.jpg?cid=1676511240,Sleepwalker,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/D7DB/041D/5207/2F40_medium_front.jpg?cid=1676511240,Rock,60's Rock
24,Nancy Sinatra,,49 minutes,Night Montage #1,The City Never Sleeps At Night,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7656/9602/F4C5/2322_medium_front.jpg?cid=1676511240,Boots,1966,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/3818/89B3/3233/B702_medium_front.jpg?cid=1676511240,Rock,60's Rock
25,The Dells,,49 minutes,Night Montage #2,"Oh, What A Night",Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4097/91A5/76AA/81A5_medium_front.jpg?cid=1676511240,The Great Ballads,1998,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/73CF/7347/D219/26B1_medium_front.jpg?cid=1676511240,Urban,Contemporary R&B/Soul
26,Bums With Guns,,49 minutes,Josh Dowd #1,Banned Joe,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/44C5/C7C3/90D5/E35C_medium_front.jpg?cid=339224396,Lyfe 'N' Tyme,2010,,Urban,Western Hip-Hop/Rap
27,The Loved Ones,,49 minutes,Josh Dowd #2,Sad Dark Eyes,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F823/3681/2043/4FE8_medium_front.jpg?cid=1676511240,The Loved Ones Magic Box,1966,,Rock,60's Rock
28,The Beach Boys,,49 minutes,Josh Dowd #3,Little Bird,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D1E1/AA2A/FBE0/B4E6_medium_front.jpg?cid=1676511240,Friends,1968,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8E5E/3BE9/E3F7/2E6C_medium_front.jpg?cid=1676511240,Rock,60's Rock
29,Bums With Guns,,49 minutes,Credits,Goodbye Gonzo,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0D81/3040/CD2B/E9C9_medium_front.jpg?cid=339224396,Ultimate L.A. Guns (Re-Recorded),2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/4836/AC82/6020/C681_medium_front.jpg?cid=339224396,Rock,Metal
30,Bums With Guns,,49 minutes,DVD Menu,Steak Out,Last Of The Mohicans,44482,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7059/3BCA/C30B/234A_medium_front.jpg?cid=1676511240,Appetite For Destruction,1987,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/DB23/6068/B69B/F8A4_medium_front.jpg?cid=1676511240,Rock,Hard Rock
0,Vladimir Cosma,Safari Clothing,54 minutes,Intro #2,L'Animal,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6AF7/97FE/C5E1/8198_medium_front.jpg?cid=1676511240,L'animal,,,Soundtrack,Original Film/TV Music
1,Doves,Safari Clothing,54 minutes,Guy Kämpfen,Black And White Town,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/014F/FE6D/CECD/1B01_medium_front.jpg?cid=1676511240,Some Cities,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/865F/1C96/71E2/0F8A_medium_front.jpg?cid=1676511240,Alternative & Punk,Brit Rock
2,Siouxsie and the Banshees,Safari Clothing,54 minutes,Lu Kämpfen,Hong Kong Garden,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B273/7642/4B66/6AEC_medium_front.jpg?cid=339224396,The Scream,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/9D10/13C6/2E99/623C_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
3,Wally Warning,Safari Clothing,54 minutes,Monkey Skating,No Monkey,Safari - L'Animal,15629,2008,,No Monkey,2007,,Other,Reggae
4,Rachel Sweet,Safari Clothing,54 minutes,Stefan Bircher,Then He Kissed Me/Be My Baby,Safari - L'Animal,15629,2008,,Then He Kissed Me/ Blame It On Love,2004,,Alternative & Punk,New Wave Pop
5,Coldplay,Safari Clothing,54 minutes,"Shangai, China",Death and All His Friends,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9981/F06D/646E/B068_medium_front.jpg?cid=339224396,Viva La Vida Or Death And All His Friends,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/430C/06BB/555E/1258_medium_front.jpg?cid=339224396,Alternative & Punk,Brit Rock
6,Eddie Vedder,Safari Clothing,54 minutes,Stefan Herb,No Ceiling,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D3DB/4BFF/B296/CE46_medium_front.jpg?cid=1676511240,Into The Wild: Music For The Motion Picture,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A7DC/619E/DDF7/4C01_medium_front.jpg?cid=1676511240,Rock,Adult Alternative Rock
7,Bobby Womack,Safari Clothing,54 minutes,Sebastian Hepp & Others,Across 110th Street,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7BA8/CFB4/396D/FBC1_medium_front.jpg?cid=1676511240,Stop On By,1996,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/99A9/194B/442F/86FC_medium_front.jpg?cid=1676511240,Urban,Classic R&B/Soul
8,6th Floor,Safari Clothing,54 minutes,Sebastian Hepp,Thinking About You,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9259/1684/02AE/7622_medium_front.jpg?cid=1676511240,Not Too Late,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/D637/2896/ADCE/3B70_medium_front.jpg?cid=1676511240,Pop,Western Pop
9,The Decemberists,Safari Clothing,54 minutes,HD Montage,"Los Angeles, I'm Yours",Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CCEB/0570/9E2D/2E1B_medium_front.jpg?cid=1676511240,Her Majesty The Decemberists,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C0AD/9748/CABF/621E_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
10,Air,Safari Clothing,54 minutes,Christian Zemp Intro,Playground Love,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A0B1/FF20/84B4/B606_medium_front.jpg?cid=1676511240,The Virgin Suicides,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0486/F7B7/D2E2/C56B_medium_front.jpg?cid=1676511240,Alternative & Punk,Indie Rock
11,Editors,Safari Clothing,54 minutes,Christian Zemp,Smokers Outside The Hospital Doors,Safari - L'Animal,15629,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7E00/5748/A58C/59B0_medium_front.jpg?cid=339224396,An End Has A Start,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8583/EF32/9EF5/10D1_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
